Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR19592705,2022-06-09 06:28:09,2022-06-09 06:00:33,37665578,11375004556,37665578,302,3181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19592/SRR19592705/SRR19592705.lite.1,SRX15644350,zfx001,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343414,SAMN28868873,simple,4072,Capsicum annuum,18_Z5_10D_1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,941B7F88009752DD9ADC255ECD61D8CE,A1CC9258BEF76E0C5AF133E5D8573554
SRR19592704,2022-06-09 06:28:09,2022-06-09 05:58:14,37885984,11441567168,37885984,302,3202,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19592/SRR19592704/SRR19592704.lite.1,SRX15644351,zfx002,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343415,SAMN28868874,simple,4072,Capsicum annuum,18_Z5_10D_2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,F8DD05EFE26E96D5FBB2C18890B58EEA,D05D6B27537F4796EBF72951EF0A7E83
SRR19592695,2022-06-09 06:53:48,2022-06-09 06:27:33,34866741,10529755782,34866741,302,2957,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19592/SRR19592695/SRR19592695.lite.1,SRX15644360,zfx003,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343424,SAMN28868875,simple,4072,Capsicum annuum,18_Z5_10D_3,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,D512C2A093C6B13E1716AEBFEFD142AA,45CF2D6C4B7DBCCD466E74FA2EB25899
SRR19592694,2022-06-09 06:28:09,2022-06-09 05:49:58,39180878,11832625156,39180878,302,3307,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19592/SRR19592694/SRR19592694.lite.1,SRX15644361,zfx004,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343425,SAMN28868876,simple,4072,Capsicum annuum,18_Z5_50D_1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,BF81F433110910DE95A48B13888560E2,A046B3E8DB6757F7D9E0C8D22A28D437
SRR19592693,2022-06-09 06:28:09,2022-06-09 05:50:56,39885204,12045331608,39885204,302,3370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19592/SRR19592693/SRR19592693.lite.1,SRX15644362,zfx005,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343426,SAMN28868877,simple,4072,Capsicum annuum,18_Z5_50D_2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,BC942C31CB1F2FE5717710BA0EFDEAC2,802AED7B19004047E0D1731BCA985DB2
SRR19592692,2022-06-09 05:55:56,2022-06-09 05:45:34,34325759,10366379218,34325759,302,2909,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19592/SRR19592692/SRR19592692.lite.1,SRX15644363,zfx006,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343427,SAMN28868878,simple,4072,Capsicum annuum,18_Z5_50D_3,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,9AB25DD79D1AFA8D299406929F7E73E9,54CB335B1950F7F0CDD12801E2EB73FB
SRR19592691,2022-06-09 06:53:48,2022-06-09 06:35:37,35472942,10712828484,35472942,302,2974,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19592/SRR19592691/SRR19592691.lite.1,SRX15644364,zfx007,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343428,SAMN28868879,simple,4072,Capsicum annuum,18_Z5_80D_1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,C737BC88A75505DFCD54D57A19A526D6,4B93E20BC78B4A491A06AAF687C396B1
SRR19592690,2022-06-09 05:55:56,2022-06-09 05:44:30,35930641,10851053582,35930641,302,3026,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19592/SRR19592690/SRR19592690.lite.1,SRX15644365,zfx008,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343429,SAMN28868880,simple,4072,Capsicum annuum,18_Z5_80D_2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,A41AD65BE4828516038427F85DD9053B,F457EBFCFED5652B811F0A317F2F088E
SRR19592689,2022-06-09 06:53:48,2022-06-09 06:38:49,34360072,10376741744,34360072,302,2947,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19592/SRR19592689/SRR19592689.lite.1,SRX15644366,zfx009,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343430,SAMN28868881,simple,4072,Capsicum annuum,18_Z5_80D_3,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,AF147C10DEFB2E1F7A39EDA9E0B44BE9,74AE2F623D3208CABFD54AA7D9C74A7E
SRR19592688,2022-06-09 06:28:09,2022-06-09 05:50:12,38284831,11562018962,38284831,302,3232,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19592/SRR19592688/SRR19592688.lite.1,SRX15644367,zfx010,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP379251,PRJNA846120,,846120,SRS13343431,SAMN28868882,simple,4072,Capsicum annuum,18_Z6_10D_1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1434162,,public,D5DEF513A4B4D9DA1FD6D0FF07DB9DF9,7423F75D09844B63C9DF1231DA9A2C30
