Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR24630917,2023-05-18 08:08:50,2023-05-18 04:57:37,4971222,1501309044,4971222,302,916,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630917/SRR24630917.lite.1,SRX20411573,CM-PC-1h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP438321,PRJNA973829,,973829,SRS17724292,SAMN35152167,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, P.capsici treatment_1",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,578DAB118F7F0DCE6529FC3E41B21124,78432B411110C4DFF949376FE73D27D3
SRR24630928,2023-05-18 08:08:49,2023-05-18 04:56:50,4014230,1212297460,4014230,302,614,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630928/SRR24630928.lite.1,SRX20411562,CM-PC-12h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP438321,PRJNA973829,,973829,SRS17724284,SAMN35152173,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, P.capsici treatment_15",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,3683967402DDDE8C7DA2DE8365EB9CF0,833B6FFEC201665BED3B9A1E820B0F99
SRR24630906,2023-05-18 08:08:50,2023-05-18 04:56:52,7037364,2125283928,7037364,302,1297,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630906/SRR24630906.lite.1,SRX20411584,CM-PC-1h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP438321,PRJNA973829,,973829,SRS17724308,SAMN35152174,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, P.capsici treatment_2",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,995D8A7B8B451F4978539DA71F53707B,139965756AB70B5AB81EB3A1C54D287C
SRR24630895,2023-05-18 08:08:50,2023-05-18 04:58:55,6560172,1981171944,6560172,302,1216,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630895/SRR24630895.lite.1,SRX20411595,CM-PC-1h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP438321,PRJNA973829,,973829,SRS17724317,SAMN35152175,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, P.capsici treatment_3",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,75FFDCCC3FCE0AFADE86D995C8E19CFF,7106B84DC15DE9586FF91DCDB8513A2A
SRR24630884,2023-05-18 08:08:50,2023-05-18 04:58:45,7974793,2408387486,7974793,302,1459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630884/SRR24630884.lite.1,SRX20411606,CM-PC-2h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP438321,PRJNA973829,,973829,SRS17724330,SAMN35152176,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, P.capsici treatment_4",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,9D40FD9822EE4FFDE9D49676409CC604,F4F5A0AF3EC011EFF731ED9E4D3DE88A
SRR24630920,2023-05-18 08:08:49,2023-05-18 04:57:04,4507204,910455208,4507204,202,445,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630920/SRR24630920.lite.1,SRX20411570,Xag1h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP438321,PRJNA973829,,973829,SRS17724293,SAMN35152203,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, Xag8ra treatment_1",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,AFD9913473D429046459703B89A6524A,8BCF67B6CA6F02FF25C86754D418C628
SRR24630923,2023-05-18 08:08:49,2023-05-18 04:56:16,4243560,857199120,4243560,202,415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630923/SRR24630923.lite.1,SRX20411567,Xag12h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP438321,PRJNA973829,,973829,SRS17724286,SAMN35152204,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, Xag8ra treatment_10",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,EE0D6E48A173727DC2C0AD5C81F72C39,818D93209042DBC09F36C08A7A6DB3A4
SRR24630922,2023-05-18 08:08:49,2023-05-18 04:56:06,3496452,706283304,3496452,202,350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630922/SRR24630922.lite.1,SRX20411568,Xag12h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP438321,PRJNA973829,,973829,SRS17724290,SAMN35152205,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, Xag8ra treatment_11",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,6A733319E42C7E019442DBFFD1AF8825,88413713DC4D950B8248A57AD7B8156C
SRR24630921,2023-05-18 08:08:49,2023-05-18 04:56:14,3749646,757428492,3749646,202,365,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630921/SRR24630921.lite.1,SRX20411569,Xag12h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP438321,PRJNA973829,,973829,SRS17724291,SAMN35152206,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, Xag8ra treatment_12",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,CE2C5484F635301F1227D4D969D8B9AE,FBEA40B376EF85355A6F29E3979D27F6
SRR24630916,2023-05-18 08:08:50,2023-05-18 04:56:40,3736898,754853396,3736898,202,370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR024/24630/SRR24630916/SRR24630916.lite.1,SRX20411574,Xag24h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP438321,PRJNA973829,,973829,SRS17724295,SAMN35152207,simple,4072,Capsicum annuum,"RNA-Seq of Capsicum annuum: Biotic stress, Xag8ra treatment_13",,,,,,,no,,,,,GYEONGSANG NATIONAL UNIVERSITY,SRA1639836,,public,384898C5C908747EC98B9037357B0E35,02F18E2E9543BB70F7150DE01FCD5C4B
