Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR19752914,2022-10-24 07:40:49,2022-06-20 10:07:03,40248,7650623,40248,190,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19752/SRR19752914/SRR19752914.lite.1,SRX15797778,GSM6254216,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490133,SAMN29207168,simple,4072,Capsicum annuum,GSM6254216,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,250CB17C4FF1DDF812F4934CCD652E23,B090653B2B8E3AB71FDFE7E581AFC7B7
SRR19752913,2022-10-24 07:40:49,2022-06-20 10:07:03,106135,20905855,106135,196,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19752/SRR19752913/SRR19752913.lite.1,SRX15797779,GSM6254217,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490134,SAMN29207167,simple,4072,Capsicum annuum,GSM6254217,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,1FB7A421A5AA9F9E7875DBA487A63B2E,88ECB447025109CDCEE3449400A19C32
SRR19752912,2022-10-24 07:40:49,2022-06-20 10:07:04,138605,27180636,138605,196,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19752/SRR19752912/SRR19752912.lite.1,SRX15797780,GSM6254218,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490135,SAMN29207166,simple,4072,Capsicum annuum,GSM6254218,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,7BA3BB01367529E2D5CE49B8DC6693DA,70ADD5D8DBAA9800DC1A7B41C56EF1C7
SRR19752911,2022-10-24 07:40:49,2022-06-20 10:07:39,1918876,380746883,1918876,198,229,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19752/SRR19752911/SRR19752911.lite.1,SRX15797781,GSM6254219,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490136,SAMN29207165,simple,4072,Capsicum annuum,GSM6254219,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,A332653513E3BA4099F726152D8836AA,A29E08CB39817C4622FCCF0295E30C11
SRR19752910,2022-10-24 07:40:49,2022-06-20 10:07:52,2043686,404490886,2043686,197,246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19752/SRR19752910/SRR19752910.lite.1,SRX15797782,GSM6254220,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490137,SAMN29207164,simple,4072,Capsicum annuum,GSM6254220,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,C9ACC7340214683185B99C0897AB0488,2C8EABAFBC17E898108FEE9FC0D3DC88
SRR19752909,2022-10-24 07:40:49,2022-06-20 10:07:32,1091856,214767894,1091856,196,142,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19752/SRR19752909/SRR19752909.lite.1,SRX15797783,GSM6254221,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490138,SAMN29207163,simple,4072,Capsicum annuum,GSM6254221,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,E985DAF90540195B386CE3B26270952D,B46A110CFF0C54238F3A8271BC53B64A
SRR19752908,2022-10-24 07:40:49,2022-06-20 10:07:11,318555,58163013,318555,182,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19752/SRR19752908/SRR19752908.lite.1,SRX15797784,GSM6254222,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490139,SAMN29207162,simple,4072,Capsicum annuum,GSM6254222,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,45689807B4847A562E015DB11176590B,2862166B06E35CA3D6E6B1B0C57D2322
SRR19752907,2022-10-24 07:40:49,2022-06-20 10:07:01,103854,20529690,103854,197,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19752/SRR19752907/SRR19752907.lite.1,SRX15797785,GSM6254223,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490140,SAMN29207161,simple,4072,Capsicum annuum,GSM6254223,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,7A27CDD92A0889F93643B27E40F97A06,D9AABA1EE809F15FB99A9E4CBE809250
SRR19752906,2022-10-24 07:40:49,2022-06-20 10:07:02,211888,41806113,211888,197,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19752/SRR19752906/SRR19752906.lite.1,SRX15797786,GSM6254224,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490141,SAMN29207160,simple,4072,Capsicum annuum,GSM6254224,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,2927CEB580481988580E1153FF2E1AEB,3A814108EBB40CEC9FCDED802F3EE987
SRR19752905,2022-10-24 07:40:49,2022-06-20 10:07:26,292566,55832595,292566,190,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19752/SRR19752905/SRR19752905.lite.1,SRX15797787,GSM6254225,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP382668,PRJNA850943,3,850943,SRS13490142,SAMN29207159,simple,4072,Capsicum annuum,GSM6254225,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1439953,,public,EB169DEF303A6F5BE811D98396151839,BCF372F293D92A0C31C32171B7FA70DE
