Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1119016,2014-02-21 11:18:01,2014-01-15 16:32:03,588600,171597061,588600,291,114,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119016/SRR1119016.sralite.1,SRX433769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533921,SAMN02585082,simple,4072,Capsicum annuum,GSM1308332,,,,,,,no,,,,,GEO,SRA127681,,public,98BE094B6212C3B15005371B877B9F09,7598788C655FE306DA8094C2AAB699A6
SRR1119017,2014-02-21 11:18:01,2014-01-15 16:32:10,584877,170555493,584877,291,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119017/SRR1119017.sralite.1,SRX433769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533921,SAMN02585082,simple,4072,Capsicum annuum,GSM1308332,,,,,,,no,,,,,GEO,SRA127681,,public,7594ADC3ABA5F51BD83D07A8F658E7C1,0F9665AEC2E79BFB5ADA1334E667AB55
SRR1119018,2014-02-21 11:18:01,2014-01-15 16:34:08,634153,184838668,634153,291,122,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119018/SRR1119018.sralite.1,SRX433769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533921,SAMN02585082,simple,4072,Capsicum annuum,GSM1308332,,,,,,,no,,,,,GEO,SRA127681,,public,8F97ADD77CB81A28D5DED022B3A4D7FD,4B803AEE7D84D2B14A6F233CC58BE32B
SRR1119019,2014-02-21 11:18:01,2014-01-15 16:34:04,653809,189138929,653809,289,125,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119019/SRR1119019.sralite.1,SRX433770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533922,SAMN02585081,simple,4072,Capsicum annuum,GSM1308333,,,,,,,no,,,,,GEO,SRA127681,,public,7EB5734FF5F286875B38A74203EA21FB,6521D2CE86AAFDDB3ED4988D62564630
SRR1119020,2014-02-21 11:18:01,2014-01-15 16:34:05,649072,187798804,649072,289,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119020/SRR1119020.sralite.1,SRX433770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533922,SAMN02585081,simple,4072,Capsicum annuum,GSM1308333,,,,,,,no,,,,,GEO,SRA127681,,public,FE2D99F8D098BCA26AF31FF6198665C7,5BE1570F260BB45EA5D781BE12A5A8F8
SRR1119021,2014-02-21 11:18:01,2014-01-15 16:34:06,721813,208793770,721813,289,136,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119021/SRR1119021.sralite.1,SRX433770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533922,SAMN02585081,simple,4072,Capsicum annuum,GSM1308333,,,,,,,no,,,,,GEO,SRA127681,,public,F76D0BC00BF420DC9021288269A2CC60,33B606B6DDD385E171E3C60C18388EA9
SRR1119022,2014-02-21 11:18:01,2014-01-15 16:34:11,770041,223400676,770041,290,148,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119022/SRR1119022.sralite.1,SRX433771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533923,SAMN02585087,simple,4072,Capsicum annuum,GSM1308334,,,,,,,no,,,,,GEO,SRA127681,,public,6504FA4833529CE2363A08599C546383,A7A2A29FD5BF43415925959EB9AEB4A3
SRR1119023,2014-02-21 11:18:01,2014-01-15 16:34:08,762724,221278863,762724,290,151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119023/SRR1119023.sralite.1,SRX433771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533923,SAMN02585087,simple,4072,Capsicum annuum,GSM1308334,,,,,,,no,,,,,GEO,SRA127681,,public,2FD8F603B2F357E2A46A73C72E840481,153C557C7E22947B8A9B81C853FAE9D9
SRR1119024,2014-02-21 11:18:01,2014-01-15 16:34:10,841890,244174508,841890,290,160,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119024/SRR1119024.sralite.1,SRX433771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533923,SAMN02585087,simple,4072,Capsicum annuum,GSM1308334,,,,,,,no,,,,,GEO,SRA127681,,public,971A6DB9E99FE359CBD474CCFB1EF30F,62100497671833AB3F15C40CC0AB8E83
SRR1119025,2014-02-21 11:18:01,2014-01-15 16:34:04,571285,166037631,571285,290,110,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/119/SRR1119025/SRR1119025.sralite.1,SRX433772,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP035434,PRJNA235215,2,235215,SRS533924,SAMN02585086,simple,4072,Capsicum annuum,GSM1308335,,,,,,,no,,,,,GEO,SRA127681,,public,439AE0C8A4BB17C1456243E25A7C2622,3218D4A88CBE986864CD6C3B1E1EFFC3
