Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11774157,2020-05-11 23:38:43,2020-05-11 23:19:54,33933337,10247867774,33933337,302,4398,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774157.sralite.1,SRX8327155,LCHENGW1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646896,SAMN14675491,simple,4072,Capsicum annuum,CM1,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,3CB6FEEA67488D79F762771BA9503633,05978441BE76343BA853008FD4E8B450
SRR11774116,2020-05-11 23:41:56,2020-05-11 23:21:31,36627232,11061424064,36627232,302,4731,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774116.sralite.1,SRX8327196,LCHENGW10,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646937,SAMN14675500,simple,4072,Capsicum annuum,CM10,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,EB3030F9F35FE2A36BDF34CE2B4623EA,500F247FC605A9889B03AE71D11515A5
SRR11774155,2020-05-11 23:38:43,2020-05-11 23:23:36,33941090,10250209180,33941090,302,4316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774155.sralite.1,SRX8327157,LCHENGW11,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646898,SAMN14675501,simple,4072,Capsicum annuum,CM11,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,A01D41B190E8EB0B0E45BB288EA5EDAC,78613AA6F85956F7437B8648E28701EE
SRR11774154,2020-05-12 13:17:03,2020-05-11 23:43:02,51576564,15576122328,51576564,302,6476,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774154.sralite.1,SRX8327158,LCHENGW12,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646899,SAMN14675502,simple,4072,Capsicum annuum,CM12,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,5E8150E6A2F8E947F12519E7FF82A7DF,6FA0D548A2B34C3AA2B0B36469FC2883
SRR11774153,2020-05-11 23:38:43,2020-05-11 23:24:37,48647031,14691403362,48647031,302,6039,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/11774/SRR11774153/SRR11774153.lite.1,SRX8327159,LCHENGW13,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646900,SAMN14675503,simple,4072,Capsicum annuum,CM13,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,D857A2177FCDE259E46203E158ACA881,397429481AC47B0669177D9937EB6565
SRR11774152,2020-05-11 23:38:43,2020-05-11 23:15:02,37506319,11326908338,37506319,302,4714,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774152.sralite.1,SRX8327160,LCHENGW14,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646901,SAMN14675504,simple,4072,Capsicum annuum,CM14,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,A2D599A8BE0ADF376DF3980DEDF5D497,A6A0132F1780E953A3E786E4CD9587FF
SRR11774151,2020-05-11 23:38:43,2020-05-11 23:11:58,25282834,7635415868,25282834,302,3229,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774151.sralite.1,SRX8327161,LCHENGW15,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646902,SAMN14675505,simple,4072,Capsicum annuum,CM15,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,D83B76B23B69AFFF6B912B0E3BB9FAF1,79E8C85D054314078944A175DD1379AF
SRR11774150,2020-05-11 23:38:43,2020-05-11 23:19:24,37467680,11315239360,37467680,302,4690,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774150.sralite.1,SRX8327162,LCHENGW16,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646903,SAMN14675506,simple,4072,Capsicum annuum,CM16,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,6322118243CD8BFF06639623028F6A2E,30DD7389CFC91FE5C3DD485374E2BB2C
SRR11774149,2020-05-11 23:38:43,2020-05-11 23:16:30,32572315,9836839130,32572315,302,4212,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774149.sralite.1,SRX8327163,LCHENGW17,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646904,SAMN14675507,simple,4072,Capsicum annuum,CM17,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,95DC9B09A7D76243014942E2247DD052,2FFCFAC9D3C5724CE4202D17EA6DEDCF
SRR11774148,2020-05-11 23:38:43,2020-05-11 23:16:54,26318505,7948188510,26318505,302,3436,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/11774/SRR11774148/SRR11774148.lite.1,SRX8327164,LCHENGW18,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646905,SAMN14675508,simple,4072,Capsicum annuum,CM18,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,4D8C71D8A8CB17FE76434485DB3B1356,D2EFDCD449295B095DB16738D4F04BC0
SRR11774147,2020-05-11 23:38:43,2020-05-11 23:16:33,39359151,11886463602,39359151,302,4898,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774147.sralite.1,SRX8327165,LCHENGW19,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646906,SAMN14675509,simple,4072,Capsicum annuum,CM19,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,AB4EE517D9DF98834169C169B6AA87DF,4275113E910B5C53FC1B8583BBC88C27
SRR11774156,2020-05-11 23:38:43,2020-05-11 23:26:08,50768596,15332115992,50768596,302,6186,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/774/SRR11774156/SRR11774156.sralite.1,SRX8327156,LCHENGW2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646897,SAMN14675492,simple,4072,Capsicum annuum,CM2,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,7ED512DBA3FB400E803900A8D676688E,E45B936F5B8171C0FDFADD5DD1757738
SRR11774146,2020-05-11 23:38:43,2020-05-11 23:19:58,42347112,12788827824,42347112,302,5403,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774146.sralite.1,SRX8327166,LCHENGW20,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646907,SAMN14675510,simple,4072,Capsicum annuum,CM20,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,999BEF15BF0B821F044B611256320953,901D67AEAC960078A7B11C867E9D7E2B
SRR11774144,2020-05-11 23:38:43,2020-05-11 23:22:08,39174742,11830772084,39174742,302,5005,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/774/SRR11774144/SRR11774144.sralite.1,SRX8327168,LCHENGW21,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646909,SAMN14675511,simple,4072,Capsicum annuum,CM21,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,1DA267E55268071D0980368C3F867997,46FBE77977D60C5523AD7ECD7C743488
SRR11774145,2020-05-12 13:17:03,2020-05-12 01:05:36,38993150,11775931300,38993150,302,4929,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774145.sralite.1,SRX8327167,LCHENGW3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646908,SAMN14675493,simple,4072,Capsicum annuum,CM3,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,E34CC99E3B75A3DA7DE8AE401F7906C1,02F27D6EEEC3CAD0CF507F639C24986C
SRR11774134,2020-05-12 13:17:03,2020-05-12 00:26:01,45291825,13678131150,45291825,302,5554,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/774/SRR11774134/SRR11774134.sralite.1,SRX8327178,LCHENGW4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646919,SAMN14675494,simple,4072,Capsicum annuum,CM4,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,83A743AAB65E07012ED5E610BF791CD4,EF251896B3B4BF764E721CE4279F8A68
SRR11774123,2020-05-11 23:38:44,2020-05-11 23:13:50,36348600,10977277200,36348600,302,4564,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/774/SRR11774123/SRR11774123.sralite.1,SRX8327189,LCHENGW5,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646930,SAMN14675495,simple,4072,Capsicum annuum,CM5,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,B5B00F14CEA63A4F61BA7CE22CF297D6,EC12C6279ED2D82D9621220A1A25ACF2
SRR11774120,2020-05-11 23:38:44,2020-05-11 23:23:56,43362477,13095468054,43362477,302,5457,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774120.sralite.1,SRX8327192,LCHENGW6,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646933,SAMN14675496,simple,4072,Capsicum annuum,CM6,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,16ABACF3D3D2100E28FEB57A0CFF469F,4FFF14E13786C57BDECFC216162BDA5E
SRR11774119,2020-05-11 23:38:44,2020-05-11 23:20:49,35947724,10856212648,35947724,302,4608,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774119.sralite.1,SRX8327193,LCHENGW7,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646934,SAMN14675497,simple,4072,Capsicum annuum,CM7,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,D65F3AE7760CA21D8209DB7F0975F4D3,634BE5B804B441804BD7FD9D48CF0F18
SRR11774118,2020-05-11 23:38:44,2020-05-11 23:17:03,28729161,8676206622,28729161,302,3656,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774118.sralite.1,SRX8327194,LCHENGW8,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646935,SAMN14675498,simple,4072,Capsicum annuum,CM8,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,99D4418B7F9D60D36BD9BBA1EEAF552F,ACE501CD27D14F2A6951BAAAE8D7040E
SRR11774117,2020-05-11 23:38:44,2020-05-11 23:30:45,29199596,8818277992,29199596,302,3681,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774117.sralite.1,SRX8327195,LCHENGW9,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646936,SAMN14675499,simple,4072,Capsicum annuum,CM9,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,469F735C78875BA79263030525969C74,95BFA1BFFE94724FBDC4F055B0CE98E7
SRR11774143,2020-05-12 13:17:03,2020-05-12 01:30:29,42488130,12831415260,42488130,302,5345,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774143.sralite.1,SRX8327169,LCHENGW22,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646910,SAMN14675512,simple,4072,Capsicum annuum,EC1,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,0FFE6047DB01F99361C9DE009B71B846,47B5A30FF91513833CB7396DB747346A
SRR11774133,2020-05-12 13:17:03,2020-05-12 00:03:41,51180585,15456536670,51180585,302,6011,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774133.sralite.1,SRX8327179,LCHENGW31,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646920,SAMN14675521,simple,4072,Capsicum annuum,EC10,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,0EEBC86385CCB2ACE9FBFAFCA5189662,11514D88AC064C01BFE4FFDB14B9E9F0
SRR11774132,2020-05-12 13:17:03,2020-05-11 23:52:50,51801217,15643967534,51801217,302,6605,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774132.sralite.1,SRX8327180,LCHENGW32,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646921,SAMN14675522,simple,4072,Capsicum annuum,EC11,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,D288D2BF347D2DD768FA5E5BAE4BC83E,D804E6E53EE95ABCD62F088DC0518CB2
SRR11774131,2020-05-12 13:17:03,2020-05-11 23:35:28,54157985,16355711470,54157985,302,6836,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774131.sralite.1,SRX8327181,LCHENGW33,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646922,SAMN14675523,simple,4072,Capsicum annuum,EC12,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,A3D677F5A647073C9B12FAFEC5F5E4CA,5602EEA4DBE0B19701A71C6CE4148456
SRR11774130,2020-05-11 23:38:43,2020-05-11 23:24:04,26858740,8111339480,26858740,302,3475,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774130.sralite.1,SRX8327182,LCHENGW34,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646923,SAMN14675524,simple,4072,Capsicum annuum,EC13,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,B79AC2427E36AD18EB9C13BAAEFD1857,3072420E92CE7CAB9EF895339BCBD4C9
SRR11774129,2020-05-11 23:38:44,2020-05-11 23:19:35,38850555,11732867610,38850555,302,5027,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/774/SRR11774129.sralite.1,SRX8327183,LCHENGW35,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646924,SAMN14675525,simple,4072,Capsicum annuum,EC14,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,B56E57CBDB801B4B62A95AD6530FE40B,FB5805ED597EF16A4BA390AD3EDD3B63
SRR11774128,2020-05-11 23:38:44,2020-05-11 23:12:39,33070311,9987233922,33070311,302,4182,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774128.sralite.1,SRX8327184,LCHENGW36,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646925,SAMN14675526,simple,4072,Capsicum annuum,EC15,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,8713F963BE80AA66654C99E1674CEB17,A23AA01F1CD6259EC6B37A7C59FA4F13
SRR11774127,2020-05-11 23:38:44,2020-05-11 23:16:38,34641767,10461813634,34641767,302,4597,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774127.sralite.1,SRX8327185,LCHENGW37,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646926,SAMN14675527,simple,4072,Capsicum annuum,EC16,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,075AE9C45C015FAD7CFB57AF1F3F0A71,681A5DA007911C34FC7FF4841501A413
SRR11774126,2020-05-11 23:38:44,2020-05-11 23:18:44,31035130,9372609260,31035130,302,4026,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774126.sralite.1,SRX8327186,LCHENGW38,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646927,SAMN14675528,simple,4072,Capsicum annuum,EC17,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,E4B3B497F6BB4747C40D0FA065094173,5390D41DDA4BEC8D3194C4D64ECB36F8
SRR11774125,2020-05-11 23:38:44,2020-05-11 23:19:31,32968374,9956448948,32968374,302,4343,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/774/SRR11774125.sralite.1,SRX8327187,LCHENGW39,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646928,SAMN14675529,simple,4072,Capsicum annuum,EC18,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,3E687780C977E0DDD36051DE94A0164E,0DF9E0698F5B97932381794976474479
SRR11774124,2020-05-11 23:38:44,2020-05-11 23:30:37,38398147,11596240394,38398147,302,4845,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/774/SRR11774124/SRR11774124.sralite.1,SRX8327188,LCHENGW40,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646929,SAMN14675530,simple,4072,Capsicum annuum,EC19,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,879778CD7B2418B090EA7A1FB401C2C8,3F81950B1F77125EAC6FCD5B6E38D07C
SRR11774142,2020-05-12 13:17:03,2020-05-11 23:50:30,52675800,15908091600,52675800,302,6153,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR011/774/SRR11774142.sralite.1,SRX8327170,LCHENGW23,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP261195,PRJNA627546,,627546,SRS6646911,SAMN14675513,simple,4072,Capsicum annuum,EC2,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1074542,,public,C5FAE6F30A4AE250087CF640451E18DB,A0037E7D330A36A275FC759F2BC4F3CA
