Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5507025,2017-05-04 07:23:15,2017-05-04 07:18:07,5928671,1197591542,5928671,202,737,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/507/SRR5507025.sralite.1,SRX2782779,CM-0h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2164934,SAMN06227012,simple,4072,Capsicum annuum,CM-0h-1,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA559536,,public,0334370295DA9BCB95D7668F3C758565,92DAE66FADA5E385F2563FB98ED8CFE6
SRR5507024,2017-05-04 07:23:15,2017-05-04 07:19:22,7303427,1475292254,7303427,202,910,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/507/SRR5507024.sralite.1,SRX2782778,CM-0h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2164933,SAMN06227013,simple,4072,Capsicum annuum,CM-0h-2,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA559536,,public,39A6E17429A7329855C9D64668586E89,941916B9A67B98E9EDAC2A91FF38297A
SRR5507023,2017-05-04 07:23:15,2017-05-04 07:18:16,5513468,1113720536,5513468,202,690,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/507/SRR5507023.sralite.1,SRX2782777,CM-0h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2164932,SAMN06227014,simple,4072,Capsicum annuum,CM-0h-3,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA559536,,public,563CCA53C8713D6EAC1B28F294CB729B,61CC84C180FC45172E67576A4F4637E6
SRR6109698,2018-01-16 16:39:14,2017-09-28 03:48:42,7044337,1422956074,7044337,202,876,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/109/SRR6109698.sralite.1,SRX3224558,Pi-120h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2549174,SAMN07714210,simple,4072,Capsicum annuum,Pi-120h-1,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA614752,,public,C40D6692A593161CC23EC241E86F26AA,EAC4B52C7EB1F18D136AB63D211856EA
SRR6109705,2018-01-16 16:39:14,2017-09-28 03:43:47,7225207,1459491814,7225207,202,895,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/109/SRR6109705.sralite.1,SRX3224551,Pi-120h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2549167,SAMN07714211,simple,4072,Capsicum annuum,Pi-120h-2,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA614752,,public,59FE8FF1BCAE6AE0A6721627284328A3,79468F83151B7880AA3C62B7C0F8A244
SRR6109704,2018-01-16 16:39:14,2017-09-28 03:43:12,5865914,1184914628,5865914,202,726,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/109/SRR6109704.sralite.1,SRX3224552,Pi-120h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2549169,SAMN07714212,simple,4072,Capsicum annuum,Pi-120h-3,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA614752,,public,ADBBECB017664604B36F020169CDCB16,DD0DC4501FD87F0643C015B09FB0EBFF
SRR5507019,2017-05-04 07:23:15,2017-05-04 07:18:24,5854486,1182606172,5854486,202,726,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/507/SRR5507019.sralite.1,SRX2782773,Pi-12h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2164928,SAMN06227018,simple,4072,Capsicum annuum,Pi-12h-1,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA559536,,public,FC35EE181A9BC3D3E8B64194723075BE,7C444DEE5374DE1A11E9FB008584A515
SRR5507018,2017-05-04 07:23:15,2017-05-04 07:18:36,7088645,1431906290,7088645,202,879,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/507/SRR5507018.sralite.1,SRX2782772,Pi-12h-2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2164927,SAMN06227019,simple,4072,Capsicum annuum,Pi-12h-2,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA559536,,public,158A956E6124F59540C3AB3B7EFBD7FA,358C1DEBB0C309E9AA98EB96AF13363E
SRR5507017,2017-05-04 07:23:15,2017-05-04 07:18:13,6025538,1217158676,6025538,202,747,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/507/SRR5507017.sralite.1,SRX2782771,Pi-12h-3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2164923,SAMN06227020,simple,4072,Capsicum annuum,Pi-12h-3,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA559536,,public,4207E2D7BF9BA33EA53EC417243BF3CA,FD5FDEEEBDBF07EEB53ACA346324B2E8
SRR5507016,2017-05-04 07:23:15,2017-05-04 07:18:12,5274203,1065389006,5274203,202,654,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/507/SRR5507016.sralite.1,SRX2782770,Pi-24h-1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP106410,PRJNA385363,,385363,SRS2164926,SAMN06227021,simple,4072,Capsicum annuum,Pi-24h-1,,,,,,,no,,,,,SEOUL NATIONAL UNIVERSITY,SRA559536,,public,2BB87776FE75074E16F4059618EB666B,A5B21B05A8F1DAFEB5972D8AC160DA5E
