Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR21655427,2023-07-31 18:31:09,2022-09-21 01:37:29,20673273,6211514339,20673273,300,2872,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21655/SRR21655427/SRR21655427.lite.1,SRX17655384,TRT3B,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187796,SAMN28813327,simple,4072,Capsicum annuum,Combined _3h_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1502627,,public,0EFA79E0704114536F89A1E509870E40,389599B8E2341CED5BD28B264E0D0A60
SRR25467467,2023-07-31 18:44:44,2023-07-31 18:42:48,20673273,6211514339,20673273,300,2893,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467467/SRR25467467.lite.1,SRX21200232,TRT3B,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187796,SAMN28813327,simple,4072,Capsicum annuum,Combined _3h_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,0EFA79E0704114536F89A1E509870E40,389599B8E2341CED5BD28B264E0D0A60
SRR25467470,2023-07-31 18:44:44,2023-07-31 18:42:05,24488878,7347804248,24488878,300,3441,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467470/SRR25467470.lite.1,SRX21200229,TRT1A,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187750,SAMN28813324,simple,4072,Capsicum annuum,Combined_1h_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,6FD4C46CF01D1300A5C02F9942F43520,4C3066FA7CA669DDF63781E807F00CA4
SRR21655363,2023-07-31 18:31:09,2022-09-21 00:18:39,24488878,7347804248,24488878,300,3417,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21655/SRR21655363/SRR21655363.lite.1,SRX17655320,TRT1A,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187750,SAMN28813324,simple,4072,Capsicum annuum,Combined_1h_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1502614,,public,6FD4C46CF01D1300A5C02F9942F43520,4C3066FA7CA669DDF63781E807F00CA4
SRR21655388,2023-07-31 18:31:09,2022-09-21 00:50:53,26898285,8077058240,26898285,300,3714,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21655/SRR21655388/SRR21655388.lite.1,SRX17655345,TRT1B,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187758,SAMN28813325,simple,4072,Capsicum annuum,Combined_1h_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1502617,,public,2989604A9FC3B19795E9B83826C38DC5,A52CC8FCAE8129458B601D6E976CB951
SRR25467469,2023-07-31 18:44:44,2023-07-31 18:42:30,26898285,8077058240,26898285,300,3741,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467469/SRR25467469.lite.1,SRX21200230,TRT1B,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187758,SAMN28813325,simple,4072,Capsicum annuum,Combined_1h_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,2989604A9FC3B19795E9B83826C38DC5,A52CC8FCAE8129458B601D6E976CB951
SRR25467466,2023-07-31 18:55:23,2023-07-31 18:47:21,30987008,9293332829,30987008,299,4091,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467466/SRR25467466.lite.1,SRX21200233,TRT25A,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15196614,SAMN28813328,simple,4072,Capsicum annuum,Combined_25h_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,29592B4EFE510C828CF8ED2EA685108B,DB83788DC1F72655EA2A2038803138A9
SRR21666157,2023-07-31 18:31:09,2022-09-21 18:41:42,30987008,9293332829,30987008,299,4062,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21666/SRR21666157/SRR21666157.lite.1,SRX17664564,TRT25A,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15196614,SAMN28813328,simple,4072,Capsicum annuum,Combined_25h_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1503204,,public,29592B4EFE510C828CF8ED2EA685108B,DB83788DC1F72655EA2A2038803138A9
SRR21666268,2023-07-31 18:31:09,2022-09-21 19:31:07,23468715,7047241643,23468715,300,3241,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21666/SRR21666268/SRR21666268.lite.1,SRX17664605,TRT25B,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15196655,SAMN28813329,simple,4072,Capsicum annuum,Combined_25h_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1503205,,public,CC14B3D96CA487C7668C888277D06BDB,7C9F449204F0B8487D6B201BAEA4AC14
SRR25467465,2023-07-31 18:45:16,2023-07-31 18:43:06,23468715,7047241643,23468715,300,3265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467465/SRR25467465.lite.1,SRX21200234,TRT25B,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15196655,SAMN28813329,simple,4072,Capsicum annuum,Combined_25h_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,CC14B3D96CA487C7668C888277D06BDB,7C9F449204F0B8487D6B201BAEA4AC14
SRR21655424,2023-07-31 18:31:09,2022-09-21 01:21:28,24884652,7465315492,24884652,299,3434,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21655/SRR21655424/SRR21655424.lite.1,SRX17655381,TRT3A,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187793,SAMN28813326,simple,4072,Capsicum annuum,Combined_3h_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1502625,,public,B244067E922003BACB2238CDA89E9448,CD38CE16ACF4E1B1946B7DD8E9AF6409
SRR25467468,2023-07-31 18:44:44,2023-07-31 18:41:41,24884652,7465315492,24884652,299,3459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467468/SRR25467468.lite.1,SRX21200231,TRT3A,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15187793,SAMN28813326,simple,4072,Capsicum annuum,Combined_3h_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,B244067E922003BACB2238CDA89E9448,CD38CE16ACF4E1B1946B7DD8E9AF6409
SRR25467472,2023-07-31 18:44:44,2023-07-31 18:41:25,22387045,6729841415,22387045,300,3133,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467472/SRR25467472.lite.1,SRX21200227,CTRLA,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15180710,SAMN28813322,simple,4072,Capsicum annuum,Control_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,0325930C128AF7BF0333F4323A21BAE6,FCFD77B7C8D8A163B016F2917B760FBA
SRR21647382,2023-07-31 18:31:09,2022-09-20 20:47:52,22387045,6729841415,22387045,300,3110,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21647/SRR21647382/SRR21647382.lite.1,SRX17647339,CTRLA,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15180710,SAMN28813322,simple,4072,Capsicum annuum,Control_A,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1502457,,public,0325930C128AF7BF0333F4323A21BAE6,FCFD77B7C8D8A163B016F2917B760FBA
SRR21650411,2023-07-31 18:31:09,2022-09-20 22:16:43,23517336,7057776158,23517336,300,3241,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21650/SRR21650411/SRR21650411.lite.1,SRX17650368,CTRLB,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15183738,SAMN28813323,simple,4072,Capsicum annuum,Control_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1502496,,public,27180C65A2180F1B6269EC1F3C456048,5926C1DE8FDC876AD39D23FA64CE8BDB
SRR25467471,2023-07-31 18:47:02,2023-07-31 18:44:21,23517336,7057776158,23517336,300,3265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25467/SRR25467471/SRR25467471.lite.1,SRX21200228,CTRLB,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP398300,PRJNA844322,,844322,SRS15183738,SAMN28813323,simple,4072,Capsicum annuum,Control_B,,,,,,,no,,,,,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,SRA1433612,,public,27180C65A2180F1B6269EC1F3C456048,5926C1DE8FDC876AD39D23FA64CE8BDB
